"season","lg","team","abbreviation","playoffs","g","mp","fg","fga","fg_percent","x3p","x3pa","x3p_percent","x2p","x2pa","x2p_percent","ft","fta","ft_percent","orb","drb","trb","ast","stl","blk","tov","pf","pts","champs"
1995,"NBA","New Jersey Nets","NJN",FALSE,82,19880,2939,6738,0.436,414,1297,0.319,2525,5441,0.464,1750,2305,0.759,1213,2569,3782,1884,544,548,1300,1844,8042,0
1995,"NBA","New York Knicks","NYK",TRUE,82,19780,2985,6394,0.467,532,1446,0.368,2453,4948,0.496,1552,2114,0.734,929,2473,3402,2055,591,387,1305,2102,8054,0
1995,"NBA","Orlando Magic","ORL",TRUE,82,19930,3460,6899,0.502,523,1412,0.37,2937,5487,0.535,1648,2465,0.669,1149,2457,3606,2281,672,488,1297,1726,9091,0
1995,"NBA","Philadelphia 76ers","PHI",FALSE,82,19805,2949,6577,0.448,355,936,0.379,2594,5641,0.46,1567,2125,0.737,1105,2230,3335,1566,643,576,1355,1835,7820,0
1995,"NBA","Phoenix Suns","PHO",TRUE,82,19830,3356,6967,0.482,584,1584,0.369,2772,5383,0.515,1777,2352,0.756,1027,2403,3430,2198,687,312,1167,1839,9073,0
1995,"NBA","Portland Trail Blazers","POR",TRUE,82,19705,3217,7134,0.451,462,1266,0.365,2755,5868,0.469,1555,2230,0.697,1352,2443,3795,1846,668,467,1212,2024,8451,0
1995,"NBA","Sacramento Kings","SAC",FALSE,82,19855,3025,6463,0.468,359,1037,0.346,2666,5426,0.491,1647,2317,0.711,1073,2325,3398,1824,650,457,1449,2040,8056,0
1995,"NBA","San Antonio Spurs","SAS",TRUE,82,19855,3236,6687,0.484,434,1158,0.375,2802,5529,0.507,1836,2487,0.738,1029,2661,3690,1919,656,456,1246,1871,8742,0
1995,"NBA","Seattle SuperSonics","SEA",TRUE,82,19830,3310,6741,0.491,491,1305,0.376,2819,5436,0.519,1944,2564,0.758,1068,2337,3405,2115,917,392,1295,2067,9055,0
1995,"NBA","Utah Jazz","UTA",TRUE,82,19780,3243,6339,0.512,301,801,0.376,2942,5538,0.531,1939,2483,0.781,874,2412,3286,2256,758,392,1289,2045,8726,0
1995,"NBA","Washington Bullets","WSB",FALSE,82,19855,3176,6899,0.46,433,1264,0.343,2743,5635,0.487,1457,2013,0.724,1044,2219,3263,1749,648,404,1301,1949,8242,0
1995,"NBA","League Average",NA,FALSE,82,19837,3115,6682,0.466,450,1255,0.359,2665,5427,0.491,1635,2220,0.737,1070,2338,3408,1916,679,423,1308,1924,8315,0
1994,"NBA","Atlanta Hawks","ATL",TRUE,82,19755,3247,7039,0.461,268,830,0.323,2979,6209,0.48,1556,2070,0.752,1250,2423,3673,2056,915,449,1252,1625,8318,0
1994,"NBA","Boston Celtics","BOS",FALSE,82,19905,3333,7057,0.472,138,477,0.289,3195,6580,0.486,1463,2003,0.73,1037,2380,3417,1928,674,440,1242,1849,8267,0
1994,"NBA","Charlotte Hornets","CHH",FALSE,82,19830,3382,7100,0.476,336,916,0.367,3046,6184,0.493,1632,2135,0.764,1019,2475,3494,2214,724,394,1266,1747,8732,0
1994,"NBA","Chicago Bulls","CHI",TRUE,82,19780,3245,6815,0.476,233,659,0.354,3012,6156,0.489,1310,1859,0.705,1143,2391,3534,2102,740,354,1306,1750,8033,0
1994,"NBA","Cleveland Cavaliers","CLE",TRUE,82,19855,3133,6731,0.465,294,813,0.362,2839,5918,0.48,1736,2254,0.77,1090,2353,3443,2049,705,426,1136,1701,8296,0
1994,"NBA","Dallas Mavericks","DAL",FALSE,82,19730,3055,7070,0.432,241,773,0.312,2814,6297,0.447,1450,1942,0.747,1271,2150,3421,1629,767,299,1393,2007,7801,0
1994,"NBA","Denver Nuggets","DEN",TRUE,82,19755,3156,6781,0.465,170,597,0.285,2986,6184,0.483,1739,2423,0.718,1105,2557,3662,1763,679,686,1422,1926,8221,0
1994,"NBA","Detroit Pistons","DET",FALSE,82,19730,3169,7017,0.452,358,1041,0.344,2811,5976,0.47,1253,1715,0.731,1027,2320,3347,1767,602,309,1236,1935,7949,0
1994,"NBA","Golden State Warriors","GSW",TRUE,82,19780,3512,7145,0.492,291,859,0.339,3221,6286,0.512,1529,2304,0.664,1183,2396,3579,2198,804,511,1433,1789,8844,0
1994,"NBA","Houston Rockets","HOU",TRUE,82,19780,3197,6733,0.475,429,1285,0.334,2768,5448,0.508,1469,1978,0.743,926,2619,3545,2087,717,485,1338,1646,8292,0
1994,"NBA","Indiana Pacers","IND",TRUE,82,19755,3167,6516,0.486,184,500,0.368,2983,6016,0.496,1762,2387,0.738,1130,2409,3539,2055,706,457,1440,1974,8280,0
1994,"NBA","Los Angeles Clippers","LAC",FALSE,82,19780,3343,7163,0.467,252,831,0.303,3091,6332,0.488,1509,2128,0.709,1120,2410,3530,2169,807,421,1474,1769,8447,0
1994,"NBA","Los Angeles Lakers","LAL",FALSE,82,19755,3291,7316,0.45,241,803,0.3,3050,6513,0.468,1410,1967,0.717,1260,2204,3464,1983,751,461,1197,1877,8233,0
1994,"NBA","Miami Heat","MIA",TRUE,82,19805,3197,6896,0.464,337,997,0.338,2860,5899,0.485,1744,2223,0.785,1235,2407,3642,1856,643,374,1315,2024,8475,0
1994,"NBA","Milwaukee Bucks","MIL",FALSE,82,19705,3044,6807,0.447,331,1019,0.325,2713,5788,0.469,1530,2181,0.702,1126,2154,3280,1946,800,407,1343,1821,7949,0
1994,"NBA","Minnesota Timberwolves","MIN",FALSE,82,19730,2985,6535,0.457,183,557,0.329,2802,5978,0.469,1777,2303,0.772,990,2343,3333,1967,600,440,1478,2016,7930,0
1994,"NBA","New Jersey Nets","NJN",TRUE,82,19830,3169,7115,0.445,223,683,0.327,2946,6432,0.458,1900,2495,0.762,1300,2556,3856,1900,696,576,1196,1693,8461,0
1994,"NBA","New York Knicks","NYK",TRUE,82,19755,3098,6735,0.46,316,908,0.348,2782,5827,0.477,1564,2097,0.746,1175,2542,3717,2067,752,385,1360,2001,8076,0
1994,"NBA","Orlando Magic","ORL",TRUE,82,19730,3341,6883,0.485,394,1137,0.347,2947,5746,0.513,1590,2346,0.678,1177,2356,3533,2070,683,456,1327,1713,8666,0
1994,"NBA","Philadelphia 76ers","PHI",FALSE,82,19805,3103,6819,0.455,318,942,0.338,2785,5877,0.474,1509,2112,0.714,1012,2394,3406,1827,663,525,1368,1488,8033,0
1994,"NBA","Phoenix Suns","PHO",TRUE,82,19705,3429,7080,0.484,344,1042,0.33,3085,6038,0.511,1674,2301,0.728,1220,2453,3673,2261,745,460,1305,1639,8876,0
1994,"NBA","Portland Trail Blazers","POR",TRUE,82,19755,3371,7427,0.454,272,770,0.353,3099,6657,0.466,1781,2396,0.743,1302,2460,3762,2070,744,409,1210,1827,8795,0
1994,"NBA","Sacramento Kings","SAC",FALSE,82,19755,3179,7027,0.452,257,729,0.353,2922,6298,0.464,1676,2292,0.731,1122,2349,3471,2029,669,355,1333,1979,8291,0
1994,"NBA","San Antonio Spurs","SAS",TRUE,82,19780,3178,6688,0.475,249,714,0.349,2929,5974,0.49,1597,2151,0.742,1189,2597,3786,1896,561,450,1198,1662,8202,0
1994,"NBA","Seattle SuperSonics","SEA",TRUE,82,19730,3338,6901,0.484,242,722,0.335,3096,6179,0.501,1769,2374,0.745,1148,2233,3381,2112,1053,365,1262,1914,8687,0
1994,"NBA","Utah Jazz","UTA",TRUE,82,19830,3207,6729,0.477,179,559,0.32,3028,6170,0.491,1761,2379,0.74,1059,2385,3444,2179,751,364,1191,1988,8354,0
1994,"NBA","Washington Bullets","WSB",FALSE,82,19705,3195,6826,0.468,221,744,0.297,2974,6082,0.489,1618,2162,0.748,1071,2189,3260,1823,701,321,1403,1715,8229,0
1994,"NBA","League Average",NA,FALSE,82,19771,3225,6924,0.466,270,811,0.333,2954,6113,0.483,1604,2184,0.734,1137,2389,3526,2000,728,429,1312,1818,8324,0
1993,"NBA","Atlanta Hawks","ATL",TRUE,82,19830,3392,7272,0.466,382,1076,0.355,3010,6196,0.486,1648,2221,0.742,1290,2344,3634,2084,806,278,1339,1807,8814,0
1993,"NBA","Boston Celtics","BOS",TRUE,82,19780,3453,7093,0.487,110,383,0.287,3343,6710,0.498,1486,1912,0.777,1076,2436,3512,1999,647,458,1174,1862,8502,0
1993,"NBA","Charlotte Hornets","CHH",TRUE,82,19755,3512,7210,0.487,175,537,0.326,3337,6673,0.5,1831,2374,0.771,1095,2508,3603,2161,639,473,1325,1790,9030,0
1993,"NBA","Chicago Bulls","CHI",TRUE,82,19830,3475,7205,0.482,244,669,0.365,3231,6536,0.494,1431,1952,0.733,1290,2283,3573,2133,783,410,1103,1804,8625,0
1993,"NBA","Cleveland Cavaliers","CLE",TRUE,82,19830,3425,6887,0.497,283,742,0.381,3142,6145,0.511,1699,2119,0.802,929,2496,3425,2349,615,536,1120,1580,8832,0
1993,"NBA","Dallas Mavericks","DAL",FALSE,82,19730,3164,7271,0.435,283,837,0.338,2881,6434,0.448,1530,2171,0.705,1234,2265,3499,1683,649,355,1459,2302,8141,0
1993,"NBA","Denver Nuggets","DEN",FALSE,82,19830,3352,7282,0.46,138,454,0.304,3214,6828,0.471,1784,2360,0.756,1266,2564,3830,1735,651,565,1413,2039,8626,0
1993,"NBA","Detroit Pistons","DET",FALSE,82,19780,3267,7211,0.453,292,908,0.322,2975,6303,0.472,1426,1957,0.729,1293,2315,3608,1941,580,249,1152,1747,8252,0
1993,"NBA","Golden State Warriors","GSW",FALSE,82,19905,3474,7212,0.482,298,852,0.35,3176,6360,0.499,1768,2465,0.717,1219,2384,3603,2010,693,383,1451,2056,9014,0
1993,"NBA","Houston Rockets","HOU",TRUE,82,19780,3280,6744,0.486,387,1073,0.361,2893,5671,0.51,1584,2090,0.758,985,2532,3517,2115,682,543,1295,1699,8531,0
1993,"NBA","Indiana Pacers","IND",TRUE,82,19755,3371,7022,0.48,257,789,0.326,3114,6233,0.5,1837,2399,0.766,1220,2455,3675,2144,615,403,1256,2045,8836,0
1993,"NBA","Los Angeles Clippers","LAC",TRUE,82,19805,3544,7329,0.484,133,491,0.271,3411,6838,0.499,1562,2177,0.718,1183,2360,3543,2242,847,491,1338,1920,8783,0
1993,"NBA","Los Angeles Lakers","LAL",TRUE,82,19830,3309,6994,0.473,187,626,0.299,3122,6368,0.49,1741,2304,0.756,1103,2288,3391,2013,782,431,1266,1778,8546,0
1993,"NBA","Miami Heat","MIA",FALSE,82,20005,3127,6850,0.456,333,940,0.354,2794,5910,0.473,1908,2476,0.771,1134,2384,3518,1688,609,350,1287,2011,8495,0
1993,"NBA","Milwaukee Bucks","MIL",FALSE,82,19730,3268,6924,0.472,312,936,0.333,2956,5988,0.494,1544,2081,0.742,1050,2113,3163,2084,863,393,1363,1978,8392,0
1993,"NBA","Minnesota Timberwolves","MIN",FALSE,82,19855,3043,6529,0.466,166,569,0.292,2877,5960,0.483,1794,2247,0.798,940,2204,3144,2001,649,455,1422,2028,8046,0
1993,"NBA","New Jersey Nets","NJN",TRUE,82,19780,3272,7084,0.462,155,488,0.318,3117,6596,0.473,1732,2258,0.767,1291,2506,3797,1872,693,526,1355,1892,8431,0
1993,"NBA","New York Knicks","NYK",TRUE,82,19930,3209,6898,0.465,193,604,0.32,3016,6294,0.479,1717,2316,0.741,1150,2660,3810,2125,680,372,1296,2111,8328,0
1993,"NBA","Orlando Magic","ORL",FALSE,82,19880,3257,6708,0.486,317,889,0.357,2940,5819,0.505,1821,2495,0.73,1040,2566,3606,1952,542,467,1429,1925,8652,0
1993,"NBA","Philadelphia 76ers","PHI",FALSE,82,19930,3225,7075,0.456,330,941,0.351,2895,6134,0.472,1776,2259,0.786,1031,2431,3462,2038,672,566,1362,1604,8556,0
1993,"NBA","Phoenix Suns","PHO",TRUE,82,19730,3494,7093,0.493,398,1095,0.363,3096,5998,0.516,1912,2539,0.753,1141,2510,3651,2087,752,455,1359,1739,9298,0
1993,"NBA","Portland Trail Blazers","POR",TRUE,82,19905,3361,7343,0.458,275,843,0.326,3086,6500,0.475,1901,2551,0.745,1226,2507,3733,1969,770,425,1215,1892,8898,0
1993,"NBA","Sacramento Kings","SAC",FALSE,82,19780,3360,7264,0.463,262,788,0.332,3098,6476,0.478,1865,2447,0.762,1137,2281,3418,2075,768,348,1364,2085,8847,0
1993,"NBA","San Antonio Spurs","SAS",TRUE,82,19855,3311,6762,0.49,236,692,0.341,3075,6070,0.507,1794,2346,0.765,919,2542,3461,2012,582,514,1227,1844,8652,0
1993,"NBA","Seattle SuperSonics","SEA",TRUE,82,19780,3473,7140,0.486,218,610,0.357,3255,6530,0.498,1720,2259,0.761,1222,2254,3476,1906,944,409,1267,1971,8884,0
1993,"NBA","Utah Jazz","UTA",TRUE,82,19755,3336,6828,0.489,130,414,0.314,3206,6414,0.5,1907,2491,0.766,1041,2463,3504,2177,746,344,1270,1965,8709,0
1993,"NBA","Washington Bullets","WSB",FALSE,82,19805,3302,7065,0.467,174,578,0.301,3128,6487,0.482,1575,2107,0.748,1031,2317,3348,2110,673,359,1323,1795,8353,0
1993,"NBA","League Average",NA,FALSE,82,19821,3335,7048,0.473,247,734,0.336,3088,6314,0.489,1715,2273,0.754,1131,2406,3537,2026,701,428,1305,1899,8632,0
1992,"NBA","Atlanta Hawks","ATL",FALSE,82,19905,3492,7476,0.467,210,671,0.313,3282,6805,0.482,1517,2074,0.731,1288,2498,3786,2123,793,320,1255,1771,8711,0
1992,"NBA","Boston Celtics","BOS",TRUE,82,19780,3543,7196,0.492,110,359,0.306,3433,6837,0.502,1549,1917,0.808,1095,2583,3678,2072,636,484,1165,1686,8745,0
1992,"NBA","Charlotte Hornets","CHH",FALSE,82,19805,3613,7568,0.477,117,369,0.317,3496,7199,0.486,1637,2168,0.755,1164,2367,3531,2284,822,309,1273,1819,8980,0
1992,"NBA","Chicago Bulls","CHI",TRUE,82,19830,3643,7168,0.508,138,454,0.304,3505,6714,0.522,1587,2132,0.744,1173,2439,3612,2279,672,480,1088,1693,9011,0
1992,"NBA","Cleveland Cavaliers","CLE",TRUE,82,19805,3427,7025,0.488,253,708,0.357,3174,6317,0.502,1819,2259,0.805,1041,2450,3491,2260,616,621,1073,1556,8926,0
1992,"NBA","Dallas Mavericks","DAL",FALSE,82,19755,3120,7104,0.439,268,797,0.336,2852,6307,0.452,1499,1999,0.75,1194,2439,3633,1630,536,349,1202,1867,8007,0
1992,"NBA","Denver Nuggets","DEN",FALSE,82,19780,3262,7380,0.442,126,418,0.301,3136,6962,0.45,1526,2067,0.738,1350,2352,3702,1553,773,461,1447,1984,8176,0
1992,"NBA","Detroit Pistons","DET",TRUE,82,19780,3191,6867,0.465,165,526,0.314,3026,6341,0.477,1566,2108,0.743,1210,2421,3631,1899,546,357,1212,1646,8113,0
1992,"NBA","Golden State Warriors","GSW",TRUE,82,19880,3767,7427,0.507,254,763,0.333,3513,6664,0.527,1944,2606,0.746,1137,2376,3513,2064,854,375,1353,2049,9732,0
1992,"NBA","Houston Rockets","HOU",FALSE,82,19880,3273,6894,0.475,329,959,0.343,2944,5935,0.496,1491,2020,0.738,1074,2432,3506,2058,656,571,1378,1769,8366,0
1992,"NBA","Indiana Pacers","IND",TRUE,82,19955,3498,7079,0.494,333,940,0.354,3165,6139,0.516,1868,2364,0.79,1083,2564,3647,2398,705,393,1402,2137,9197,0
1992,"NBA","Los Angeles Clippers","LAC",TRUE,82,19830,3347,7076,0.473,145,502,0.289,3202,6574,0.487,1601,2223,0.72,1132,2393,3525,2053,824,498,1269,1873,8440,0
1992,"NBA","Los Angeles Lakers","LAL",TRUE,82,19830,3183,6977,0.456,119,445,0.267,3064,6532,0.469,1744,2278,0.766,1156,2196,3352,1803,756,400,1089,1543,8229,0
1992,"NBA","Miami Heat","MIA",TRUE,82,19830,3256,7061,0.461,257,751,0.342,2999,6310,0.475,1839,2329,0.79,1187,2366,3553,1749,670,373,1377,1819,8608,0
1992,"NBA","Milwaukee Bucks","MIL",FALSE,82,19880,3321,7216,0.46,371,1005,0.369,2950,6211,0.475,1596,2104,0.759,1297,2172,3469,2018,863,317,1350,1904,8609,0
1992,"NBA","Minnesota Timberwolves","MIN",FALSE,82,19805,3366,7342,0.458,126,394,0.32,3240,6948,0.466,1379,1857,0.743,1167,2168,3335,2025,619,526,1157,1866,8237,0
1992,"NBA","New Jersey Nets","NJN",TRUE,82,19780,3473,7580,0.458,224,670,0.334,3249,6910,0.47,1471,2009,0.732,1512,2392,3904,1937,736,615,1392,1834,8641,0
1992,"NBA","New York Knicks","NYK",TRUE,82,19855,3312,6947,0.477,201,618,0.325,3111,6329,0.492,1503,2049,0.734,1185,2489,3674,2130,634,382,1242,1905,8328,0
1992,"NBA","Orlando Magic","ORL",FALSE,82,19705,3220,7102,0.453,197,608,0.324,3023,6494,0.466,1693,2268,0.746,1171,2329,3500,1792,643,367,1389,1977,8330,0
1992,"NBA","Philadelphia 76ers","PHI",FALSE,82,19755,3187,6761,0.471,227,680,0.334,2960,6081,0.487,1757,2267,0.775,1058,2309,3367,1755,692,482,1238,1582,8358,0
1992,"NBA","Phoenix Suns","PHO",TRUE,82,19805,3553,7219,0.492,227,596,0.381,3326,6623,0.502,1861,2397,0.776,1088,2558,3646,2202,673,582,1242,1852,9194,0
1992,"NBA","Portland Trail Blazers","POR",TRUE,82,19880,3476,7352,0.473,325,944,0.344,3151,6408,0.492,1858,2463,0.754,1294,2549,3843,2065,753,410,1328,1983,9135,0
1992,"NBA","Sacramento Kings","SAC",FALSE,82,19830,3348,7189,0.466,238,675,0.353,3110,6514,0.477,1615,2162,0.747,1054,2354,3408,1957,727,618,1360,1763,8549,0
1992,"NBA","San Antonio Spurs","SAS",TRUE,82,19780,3377,7090,0.476,118,404,0.292,3259,6686,0.487,1652,2246,0.736,1229,2552,3781,2010,729,608,1308,1799,8524,0
1992,"NBA","Seattle SuperSonics","SEA",TRUE,82,19855,3380,7128,0.474,205,647,0.317,3175,6481,0.49,1772,2263,0.783,1282,2257,3539,1877,775,448,1323,1952,8737,0
1992,"NBA","Utah Jazz","UTA",TRUE,82,19880,3379,6866,0.492,158,458,0.345,3221,6408,0.503,1961,2490,0.788,1097,2543,3640,2188,715,448,1264,1746,8877,0
1992,"NBA","Washington Bullets","WSB",FALSE,82,19855,3364,7301,0.461,146,537,0.272,3218,6764,0.476,1521,1956,0.778,1069,2345,3414,2011,713,422,1254,1852,8395,0
1992,"NBA","League Average",NA,FALSE,82,19826,3384,7163,0.472,207,626,0.331,3177,6537,0.486,1660,2188,0.759,1177,2403,3581,2007,709,452,1275,1823,8635,0
1991,"NBA","Atlanta Hawks","ATL",TRUE,82,19755,3349,7223,0.464,271,836,0.324,3078,6387,0.482,2034,2544,0.8,1235,2420,3655,1864,729,374,1231,1768,9003,0
1991,"NBA","Boston Celtics","BOS",TRUE,82,19805,3695,7214,0.512,109,346,0.315,3586,6868,0.522,1646,1997,0.824,1088,2697,3785,2160,672,565,1320,1695,9145,0
1991,"NBA","Charlotte Hornets","CHH",FALSE,82,19805,3286,7033,0.467,131,417,0.314,3155,6616,0.477,1725,2214,0.779,1027,2200,3227,2019,759,304,1290,1946,8428,0
1991,"NBA","Chicago Bulls","CHI",TRUE,82,19755,3632,7125,0.51,155,424,0.366,3477,6701,0.519,1605,2111,0.76,1148,2342,3490,2212,822,438,1184,1751,9024,0
1991,"NBA","Cleveland Cavaliers","CLE",FALSE,82,19830,3259,6857,0.475,160,479,0.334,3099,6378,0.486,1665,2176,0.765,1011,2329,3340,2240,643,450,1281,1672,8343,0
1991,"NBA","Dallas Mavericks","DAL",FALSE,82,19805,3245,6890,0.471,193,600,0.322,3052,6290,0.485,1512,1986,0.761,984,2360,3344,1821,581,397,1186,1840,8195,0
1991,"NBA","Denver Nuggets","DEN",FALSE,82,19730,3901,8868,0.44,300,1059,0.283,3601,7809,0.461,1726,2263,0.763,1520,2530,4050,2005,856,406,1332,2235,9828,0
1991,"NBA","Detroit Pistons","DET",TRUE,82,19805,3194,6875,0.465,131,440,0.298,3063,6435,0.476,1686,2211,0.763,1206,2452,3658,1825,487,367,1181,1869,8205,0
1991,"NBA","Golden State Warriors","GSW",TRUE,82,19805,3566,7346,0.485,270,801,0.337,3296,6545,0.504,2162,2761,0.783,1113,2306,3419,1954,803,378,1359,2207,9564,0
1991,"NBA","Houston Rockets","HOU",TRUE,82,19855,3403,7287,0.467,316,989,0.32,3087,6298,0.49,1631,2200,0.741,1275,2508,3783,1906,796,409,1402,1874,8753,0
1991,"NBA","Indiana Pacers","IND",TRUE,82,19805,3450,6994,0.493,249,749,0.332,3201,6245,0.513,2010,2479,0.811,1018,2376,3394,2181,658,357,1355,2088,9159,0
1991,"NBA","Los Angeles Clippers","LAC",FALSE,82,19805,3391,7315,0.464,113,434,0.26,3278,6881,0.476,1596,2273,0.702,1246,2500,3746,2119,725,507,1438,2043,8491,0
1991,"NBA","Los Angeles Lakers","LAL",TRUE,82,19830,3343,6911,0.484,226,744,0.304,3117,6167,0.505,1805,2261,0.798,1078,2440,3518,2091,642,384,1203,1524,8717,0
1991,"NBA","Miami Heat","MIA",FALSE,82,19780,3280,7139,0.459,140,464,0.302,3140,6675,0.47,1649,2307,0.715,1232,2302,3534,1904,756,387,1551,2080,8349,0
1991,"NBA","Milwaukee Bucks","MIL",TRUE,82,19855,3337,6948,0.48,257,753,0.341,3080,6195,0.497,1796,2241,0.801,1079,2162,3241,2075,894,330,1321,2033,8727,0
1991,"NBA","Minnesota Timberwolves","MIN",FALSE,82,19905,3265,7276,0.449,108,381,0.283,3157,6895,0.458,1531,2082,0.735,1275,2113,3388,1885,712,440,1062,1864,8169,0
1991,"NBA","New Jersey Nets","NJN",FALSE,82,19830,3311,7459,0.444,161,586,0.275,3150,6873,0.458,1658,2245,0.739,1400,2348,3748,1782,748,600,1423,1954,8441,0
1991,"NBA","New York Knicks","NYK",TRUE,82,19955,3308,6822,0.485,185,558,0.332,3123,6264,0.499,1654,2147,0.77,1053,2436,3489,2172,638,418,1379,1764,8455,0
1991,"NBA","Orlando Magic","ORL",FALSE,82,19780,3298,7256,0.455,270,754,0.358,3028,6502,0.466,1818,2447,0.743,1233,2429,3662,1809,602,306,1391,1976,8684,0
1991,"NBA","Philadelphia 76ers","PHI",TRUE,82,20080,3289,6925,0.475,195,618,0.316,3094,6307,0.491,1868,2366,0.79,984,2496,3480,1824,678,479,1230,1629,8641,0
1991,"NBA","Phoenix Suns","PHO",TRUE,82,19730,3573,7199,0.496,138,432,0.319,3435,6767,0.508,2064,2680,0.77,1132,2598,3730,2209,687,535,1302,1850,9348,0
1991,"NBA","Portland Trail Blazers","POR",TRUE,82,19905,3577,7369,0.485,341,904,0.377,3236,6465,0.501,1912,2538,0.753,1202,2561,3763,2254,724,410,1309,1975,9407,0
1991,"NBA","Sacramento Kings","SAC",FALSE,82,19705,3086,6818,0.453,216,578,0.374,2870,6240,0.46,1540,2105,0.732,1027,2218,3245,1991,631,513,1272,2075,7928,0
1991,"NBA","San Antonio Spurs","SAS",TRUE,82,19830,3409,6988,0.488,81,297,0.273,3328,6691,0.497,1883,2459,0.766,1131,2657,3788,2140,670,571,1445,1896,8782,0
1991,"NBA","Seattle SuperSonics","SEA",TRUE,82,19880,3500,7117,0.492,136,427,0.319,3364,6690,0.503,1608,2143,0.75,1222,2173,3395,2042,861,380,1404,1973,8744,0
1991,"NBA","Utah Jazz","UTA",TRUE,82,19780,3214,6537,0.492,148,458,0.323,3066,6079,0.504,1951,2472,0.789,867,2474,3341,2217,652,451,1305,1796,8527,0
1991,"NBA","Washington Bullets","WSB",FALSE,82,19855,3390,7268,0.466,55,284,0.194,3335,6984,0.478,1478,2028,0.729,1173,2390,3563,2081,588,468,1359,1927,8313,0
1991,"NBA","League Average",NA,FALSE,82,19824,3391,7150,0.474,187,586,0.32,3204,6565,0.488,1749,2287,0.765,1147,2401,3547,2029,704,431,1315,1900,8717,0
1990,"NBA","Atlanta Hawks","ATL",FALSE,82,19730,3417,7019,0.487,124,411,0.302,3293,6608,0.498,1943,2544,0.764,1273,2187,3460,1820,717,353,1270,1871,8901,0
1990,"NBA","Boston Celtics","BOS",TRUE,82,19705,3563,7148,0.498,106,404,0.262,3457,6744,0.513,1791,2153,0.832,1066,2707,3773,2423,539,455,1256,1717,9023,0
1990,"NBA","Charlotte Hornets","CHH",FALSE,82,19755,3270,7183,0.455,205,611,0.336,3065,6572,0.466,1487,1967,0.756,962,2211,3173,2080,778,262,1226,1889,8232,0
1990,"NBA","Chicago Bulls","CHI",TRUE,82,19830,3531,7090,0.498,250,669,0.374,3281,6421,0.511,1665,2140,0.778,1075,2279,3354,2172,814,388,1247,1906,8977,0
1990,"NBA","Cleveland Cavaliers","CLE",TRUE,82,19880,3214,6977,0.461,346,851,0.407,2868,6126,0.468,1637,2201,0.744,1128,2380,3508,2106,645,512,1243,1666,8411,0
1990,"NBA","Dallas Mavericks","DAL",TRUE,82,19855,3246,6831,0.475,157,486,0.323,3089,6345,0.487,1735,2261,0.767,1042,2419,3461,1776,664,398,1228,1733,8384,0
1990,"NBA","Denver Nuggets","DEN",TRUE,82,19805,3716,8015,0.464,228,677,0.337,3488,7338,0.475,1737,2201,0.789,1169,2532,3701,2275,814,329,1136,2047,9397,0
1990,"NBA","Detroit Pistons","DET",TRUE,82,19805,3333,6980,0.478,177,541,0.327,3156,6439,0.49,1713,2252,0.761,1185,2458,3643,1996,512,418,1233,1961,8556,0
1990,"NBA","Golden State Warriors","GSW",FALSE,82,19705,3489,7208,0.484,243,750,0.324,3246,6458,0.503,2313,2858,0.809,915,2385,3300,1978,756,488,1415,2010,9534,0
1990,"NBA","Houston Rockets","HOU",TRUE,82,19805,3483,7250,0.48,153,491,0.312,3330,6759,0.493,1633,2267,0.72,1217,2638,3855,2194,809,551,1513,1934,8752,0
1990,"NBA","Indiana Pacers","IND",TRUE,82,19880,3381,6807,0.497,294,770,0.382,3087,6037,0.511,1906,2335,0.816,940,2388,3328,2023,552,350,1342,1972,8962,0
1990,"NBA","Los Angeles Clippers","LAC",FALSE,82,19805,3319,6853,0.484,56,230,0.243,3263,6623,0.493,1815,2458,0.738,1056,2362,3418,1978,782,507,1547,1859,8509,0
1990,"NBA","Los Angeles Lakers","LAL",TRUE,82,19855,3434,7010,0.49,309,841,0.367,3125,6169,0.507,1902,2417,0.787,1097,2460,3557,2232,655,445,1226,1737,9079,0
1990,"NBA","Miami Heat","MIA",FALSE,82,19730,3383,7345,0.461,88,300,0.293,3295,7045,0.468,1393,2028,0.687,1242,2313,3555,1957,736,388,1557,2123,8247,0
1990,"NBA","Milwaukee Bucks","MIL",TRUE,82,19830,3380,7146,0.473,209,670,0.312,3171,6476,0.49,1722,2273,0.758,1108,2246,3354,2046,826,326,1315,2086,8691,0
1990,"NBA","Minnesota Timberwolves","MIN",FALSE,82,19855,3067,6876,0.446,73,294,0.248,2994,6582,0.455,1596,2137,0.747,1196,2053,3249,1844,789,344,1197,1901,7803,0
1990,"NBA","New Jersey Nets","NJN",FALSE,82,19705,3157,7415,0.426,140,506,0.277,3017,6909,0.437,1754,2350,0.746,1363,2324,3687,1475,774,481,1360,1952,8208,0
1990,"NBA","New York Knicks","NYK",TRUE,82,19830,3434,7089,0.484,236,710,0.332,3198,6379,0.501,1775,2349,0.756,1187,2426,3613,2140,714,492,1412,1828,8879,0
1990,"NBA","Orlando Magic","ORL",FALSE,82,19805,3457,7525,0.459,116,393,0.295,3341,7132,0.468,2060,2725,0.756,1304,2465,3769,1993,617,294,1407,1975,9090,0
1990,"NBA","Philadelphia 76ers","PHI",TRUE,82,19805,3437,7028,0.489,189,543,0.348,3248,6485,0.501,1976,2509,0.788,1111,2406,3517,1932,687,365,1209,1697,9039,0
