"season","lg","team","abbreviation","playoffs","g","mp","fg","fga","fg_percent","x3p","x3pa","x3p_percent","x2p","x2pa","x2p_percent","ft","fta","ft_percent","orb","drb","trb","ast","stl","blk","tov","pf","pts","champs"
1990,"NBA","Phoenix Suns","PHO",TRUE,82,19855,3544,7139,0.496,176,543,0.324,3368,6596,0.511,2159,2716,0.795,1053,2651,3704,2109,668,501,1275,1825,9423,0
1990,"NBA","Portland Trail Blazers","POR",TRUE,82,19880,3572,7547,0.473,190,565,0.336,3382,6982,0.484,2031,2734,0.743,1355,2552,3907,2085,749,364,1356,2048,9365,0
1990,"NBA","Sacramento Kings","SAC",FALSE,82,19755,3305,7056,0.468,216,649,0.333,3089,6407,0.482,1515,1964,0.771,952,2363,3315,2052,546,392,1239,1863,8341,0
1990,"NBA","San Antonio Spurs","SAS",TRUE,82,19730,3388,6997,0.484,54,226,0.239,3334,6771,0.492,1888,2535,0.745,1163,2474,3637,2037,799,554,1399,1854,8718,0
1990,"NBA","Seattle SuperSonics","SEA",FALSE,82,19905,3466,7243,0.479,231,650,0.355,3235,6593,0.491,1606,2167,0.741,1323,2255,3578,1874,701,335,1336,2064,8769,0
1990,"NBA","Utah Jazz","UTA",TRUE,82,19830,3330,6593,0.505,226,630,0.359,3104,5963,0.521,1874,2484,0.754,953,2501,3454,2212,677,491,1410,2031,8760,0
1990,"NBA","Washington Bullets","WSB",FALSE,82,19830,3598,7581,0.475,37,197,0.188,3561,7384,0.482,1599,2093,0.764,1198,2450,3648,2214,561,424,1201,1929,8832,0
1990,"NBA","League Average",NA,FALSE,82,19806,3404,7146,0.476,179,541,0.331,3225,6605,0.488,1786,2338,0.764,1135,2403,3538,2038,699,415,1317,1907,8773,0
1989,"NBA","Atlanta Hawks","ATL",TRUE,82,19805,3412,7230,0.472,110,397,0.277,3302,6833,0.483,2168,2709,0.8,1372,2316,3688,1990,817,474,1310,1880,9102,0
1989,"NBA","Boston Celtics","BOS",TRUE,82,19780,3520,7143,0.493,78,309,0.252,3442,6834,0.504,1840,2349,0.783,1179,2442,3621,2189,639,418,1336,1876,8958,0
1989,"NBA","Charlotte Hornets","CHH",FALSE,82,19780,3426,7430,0.461,134,430,0.312,3292,7000,0.47,1580,2060,0.767,1138,2200,3338,2323,705,264,1318,2068,8566,0
1989,"NBA","Chicago Bulls","CHI",TRUE,82,19780,3448,6968,0.495,174,530,0.328,3274,6438,0.509,1656,2106,0.786,1018,2453,3471,2213,722,376,1327,1855,8726,0
1989,"NBA","Cleveland Cavaliers","CLE",TRUE,82,19755,3466,6904,0.502,170,474,0.359,3296,6430,0.513,1821,2438,0.747,1033,2475,3508,2260,791,586,1323,1592,8923,0
1989,"NBA","Dallas Mavericks","DAL",FALSE,82,19780,3244,6917,0.469,211,681,0.31,3033,6236,0.486,1785,2263,0.789,1048,2397,3445,1867,579,476,1233,1739,8484,0
1989,"NBA","Denver Nuggets","DEN",TRUE,82,19880,3813,8140,0.468,228,676,0.337,3585,7464,0.48,1821,2314,0.787,1206,2513,3719,2282,811,436,1225,2088,9675,0
1989,"NBA","Detroit Pistons","DET",TRUE,82,19830,3395,6879,0.494,120,400,0.3,3275,6479,0.505,1830,2379,0.769,1154,2546,3700,2027,522,406,1336,1939,8740,0
1989,"NBA","Golden State Warriors","GSW",TRUE,82,19905,3730,7977,0.468,194,629,0.308,3536,7348,0.481,1904,2384,0.799,1323,2561,3884,2009,831,643,1488,1946,9558,0
1989,"NBA","Houston Rockets","HOU",TRUE,82,19855,3412,7196,0.474,164,523,0.314,3248,6673,0.487,1909,2527,0.755,1211,2554,3765,2016,789,501,1569,2026,8897,0
1989,"NBA","Indiana Pacers","IND",FALSE,82,19855,3385,6945,0.487,202,615,0.328,3183,6330,0.503,1795,2275,0.789,1065,2497,3562,2012,563,418,1547,2105,8767,0
1989,"NBA","Los Angeles Clippers","LAC",FALSE,82,19855,3526,7428,0.475,54,234,0.231,3472,7194,0.483,1606,2220,0.723,1156,2384,3540,2208,815,530,1666,1937,8712,0
1989,"NBA","Los Angeles Lakers","LAL",TRUE,82,19805,3584,7143,0.502,227,667,0.34,3357,6476,0.518,2011,2508,0.802,1094,2612,3706,2282,724,421,1344,1672,9406,0
1989,"NBA","Miami Heat","MIA",FALSE,82,19855,3221,7116,0.453,97,298,0.326,3124,6818,0.458,1477,2103,0.702,1309,2211,3520,1958,744,408,1728,2124,8016,0
1989,"NBA","Milwaukee Bucks","MIL",TRUE,82,19755,3399,7167,0.474,179,567,0.316,3220,6600,0.488,1955,2382,0.821,1133,2272,3405,2071,821,323,1305,1953,8932,0
1989,"NBA","New Jersey Nets","NJN",FALSE,82,19805,3333,7226,0.461,187,568,0.329,3146,6658,0.473,1653,2260,0.731,1204,2419,3623,1793,773,431,1449,1966,8506,0
1989,"NBA","New York Knicks","NYK",TRUE,82,19805,3701,7611,0.486,386,1147,0.337,3315,6464,0.513,1779,2366,0.752,1322,2265,3587,2083,900,446,1572,2053,9567,0
1989,"NBA","Philadelphia 76ers","PHI",TRUE,82,19780,3500,7201,0.486,204,646,0.316,3296,6555,0.503,1970,2504,0.787,1143,2356,3499,2110,689,354,1214,1721,9174,0
1989,"NBA","Phoenix Suns","PHO",TRUE,82,19755,3754,7545,0.498,168,481,0.349,3586,7064,0.508,2051,2594,0.791,1095,2619,3714,2280,693,416,1279,1933,9727,0
1989,"NBA","Portland Trail Blazers","POR",TRUE,82,19830,3695,7795,0.474,216,645,0.335,3479,7150,0.487,1789,2416,0.74,1384,2381,3765,2212,828,388,1435,2026,9395,0
1989,"NBA","Sacramento Kings","SAC",FALSE,82,19780,3362,7351,0.457,307,824,0.373,3055,6527,0.468,1620,2104,0.77,1141,2454,3595,1970,624,409,1370,1877,8651,0
1989,"NBA","San Antonio Spurs","SAS",FALSE,82,19755,3469,7409,0.468,63,293,0.215,3406,7116,0.479,1651,2367,0.698,1295,2181,3476,2037,961,423,1712,2153,8652,0
1989,"NBA","Seattle SuperSonics","SEA",TRUE,82,19780,3564,7478,0.477,293,774,0.379,3271,6704,0.488,1775,2379,0.746,1397,2238,3635,2083,864,494,1403,2027,9196,0
1989,"NBA","Utah Jazz","UTA",TRUE,82,19730,3182,6595,0.482,114,380,0.3,3068,6215,0.494,2110,2742,0.77,1050,2607,3657,2108,720,583,1532,1894,8588,0
1989,"NBA","Washington Bullets","WSB",FALSE,82,19855,3519,7591,0.464,52,243,0.214,3467,7348,0.472,1789,2318,0.772,1254,2354,3608,2048,694,325,1291,2054,8879,0
1989,"NBA","League Average",NA,FALSE,82,19806,3482,7295,0.477,173,537,0.323,3309,6758,0.49,1814,2363,0.768,1189,2412,3601,2097,745,438,1412,1940,8952,0
1988,"NBA","Atlanta Hawks","ATL",TRUE,82,19780,3443,7102,0.485,85,282,0.301,3358,6820,0.492,1873,2441,0.767,1228,2379,3607,2062,635,537,1225,2050,8844,0
1988,"NBA","Boston Celtics","BOS",TRUE,82,19780,3599,6905,0.521,271,705,0.384,3328,6200,0.537,1846,2300,0.803,930,2440,3370,2448,620,415,1304,1804,9315,0
1988,"NBA","Chicago Bulls","CHI",TRUE,82,19855,3434,7015,0.49,56,243,0.23,3378,6772,0.499,1685,2221,0.759,1170,2459,3629,2149,712,475,1263,1849,8609,0
1988,"NBA","Cleveland Cavaliers","CLE",TRUE,82,19780,3313,6755,0.49,127,336,0.378,3186,6419,0.496,1813,2438,0.744,1015,2289,3304,2070,733,526,1439,1836,8566,0
1988,"NBA","Dallas Mavericks","DAL",TRUE,82,19755,3413,7191,0.475,154,526,0.293,3259,6665,0.489,1980,2510,0.789,1341,2495,3836,1984,645,446,1257,1734,8960,0
1988,"NBA","Denver Nuggets","DEN",TRUE,82,19780,3770,7961,0.474,192,562,0.342,3578,7399,0.484,1841,2289,0.804,1163,2442,3605,2300,832,401,1186,1982,9573,0
1988,"NBA","Detroit Pistons","DET",TRUE,82,19780,3461,7018,0.493,58,202,0.287,3403,6816,0.499,1977,2612,0.757,1181,2482,3663,2011,588,394,1348,1957,8957,0
1988,"NBA","Golden State Warriors","GSW",FALSE,82,19780,3463,7404,0.468,91,312,0.292,3372,7092,0.475,1754,2204,0.796,1140,2252,3392,2005,741,283,1395,2155,8771,0
